user_id,prediction(adopter)
4105.0,True
4133.0,True
4141.0,False
4154.0,True
4177.0,False
4186.0,False
4206.0,True
4218.0,False
4220.0,False
4270.0,True
4292.0,True
4302.0,False
4333.0,True
4334.0,True
4370.0,False
4390.0,False
4440.0,True
4441.0,False
4459.0,True
4480.0,True
4482.0,True
4488.0,True
4499.0,False
4504.0,False
4554.0,False
4574.0,True
4611.0,True
4623.0,False
4636.0,False
4722.0,False
4732.0,False
4759.0,False
4787.0,True
4862.0,False
4863.0,False
4888.0,False
4907.0,False
4922.0,False
4930.0,True
4961.0,False
4972.0,True
4979.0,True
4986.0,True
4989.0,True
4998.0,False
5078.0,True
5082.0,True
5114.0,True
5129.0,False
5140.0,False
5166.0,False
5180.0,False
5207.0,False
5240.0,False
5246.0,False
5250.0,True
5319.0,True
5325.0,False
5351.0,False
5356.0,False
5362.0,False
5377.0,False
5421.0,False
5428.0,True
5429.0,False
5460.0,False
5484.0,False
5516.0,True
5533.0,True
5632.0,False
5637.0,True
5655.0,True
5677.0,False
5688.0,True
5750.0,False
5766.0,False
5783.0,False
5804.0,False
5821.0,False
5825.0,False
5888.0,True
5941.0,False
5961.0,True
5976.0,False
6033.0,False
6049.0,True
6055.0,False
6058.0,False
6059.0,False
6126.0,False
6132.0,False
6147.0,True
6178.0,True
6189.0,True
6214.0,True
6260.0,False
6344.0,True
6376.0,False
6381.0,False
6387.0,False
6388.0,False
6411.0,False
6433.0,False
6469.0,False
6490.0,False
6493.0,False
6501.0,True
6528.0,False
6542.0,True
6554.0,False
6588.0,False
6614.0,True
6637.0,True
6658.0,False
6663.0,True
6666.0,False
6667.0,True
6675.0,True
6693.0,False
6705.0,False
6747.0,False
6779.0,False
6846.0,False
6894.0,True
6909.0,False
6924.0,False
6936.0,True
7005.0,False
7045.0,False
7059.0,False
7063.0,False
7068.0,True
7082.0,False
7091.0,True
7151.0,False
7165.0,False
7276.0,False
7286.0,False
7303.0,False
7314.0,True
7315.0,True
7329.0,False
7349.0,True
7400.0,False
7416.0,False
7441.0,True
7444.0,False
7450.0,False
7456.0,True
7474.0,True
7505.0,True
7507.0,False
7513.0,True
7517.0,False
7524.0,False
7539.0,True
7549.0,False
7563.0,False
7602.0,False
7620.0,False
7621.0,True
7632.0,False
7684.0,False
7689.0,False
7691.0,False
7708.0,False
7715.0,True
7732.0,False
7740.0,True
7786.0,False
7846.0,True
7881.0,False
7902.0,True
7914.0,False
7927.0,True
7952.0,False
7999.0,False
8016.0,True
8030.0,True
8048.0,False
8050.0,False
8059.0,False
8068.0,False
8088.0,True
8103.0,False
8125.0,False
8150.0,True
8162.0,False
8223.0,False
8231.0,False
8251.0,False
8257.0,False
8286.0,False
8325.0,False
8352.0,False
8355.0,True
8356.0,True
8380.0,True
8387.0,True
8432.0,False
8486.0,False
8493.0,False
8505.0,False
8533.0,True
8582.0,False
8597.0,False
8617.0,True
8620.0,False
8633.0,False
8656.0,False
8665.0,True
8683.0,False
8691.0,False
8728.0,False
8752.0,False
8811.0,True
8812.0,True
8816.0,False
8817.0,True
8823.0,False
8826.0,True
8839.0,True
8840.0,False
8879.0,True
8884.0,True
8893.0,False
8936.0,False
8941.0,False
8943.0,True
8981.0,True
8982.0,False
8990.0,True
9005.0,True
9108.0,True
9123.0,False
9141.0,True
9144.0,False
9175.0,True
9183.0,True
9192.0,False
9204.0,False
9224.0,True
9245.0,False
9279.0,False
9283.0,False
9284.0,True
9321.0,True
9347.0,True
9352.0,False
9365.0,False
9439.0,False
9459.0,False
9470.0,True
9481.0,False
9485.0,False
9498.0,True
9558.0,False
9597.0,True
9611.0,False
9647.0,True
9663.0,True
9774.0,False
9786.0,False
9803.0,True
9805.0,False
9809.0,False
9820.0,False
9823.0,True
9878.0,True
9886.0,False
9901.0,True
9907.0,True
9938.0,False
9957.0,False
9962.0,False
9974.0,True
9975.0,False
10019.0,True
10033.0,True
10058.0,True
10059.0,False
10067.0,True
10081.0,True
10128.0,True
10129.0,True
10152.0,True
10153.0,False
10156.0,False
10170.0,False
10183.0,False
10188.0,False
10194.0,True
10232.0,False
10234.0,True
10248.0,False
10253.0,False
10263.0,False
10277.0,True
10293.0,False
10298.0,False
10318.0,True
10335.0,False
10351.0,True
10372.0,True
10427.0,True
10440.0,False
10526.0,False
10575.0,False
10593.0,True
10603.0,False
10626.0,True
10678.0,False
10692.0,False
10744.0,False
10746.0,False
10803.0,True
10816.0,False
10842.0,True
10869.0,False
10897.0,False
10967.0,False
10976.0,True
10999.0,True
11012.0,True
11022.0,False
11042.0,False
11064.0,False
11076.0,True
11098.0,False
11102.0,True
11106.0,False
11117.0,False
11121.0,False
11123.0,False
11130.0,False
11147.0,False
11148.0,False
11189.0,False
11232.0,False
11252.0,False
11287.0,False
11289.0,False
11315.0,True
11325.0,False
11327.0,False
11334.0,True
11361.0,False
11375.0,False
11386.0,True
11408.0,False
11415.0,False
11420.0,False
11423.0,False
11473.0,False
11477.0,False
11498.0,False
11618.0,False
11635.0,True
11654.0,True
11662.0,True
11681.0,False
11704.0,False
11726.0,False
11773.0,True
11785.0,False
11805.0,False
11849.0,False
11869.0,True
11888.0,True
11889.0,False
11945.0,True
11958.0,False
11969.0,True
11974.0,False
11981.0,True
11989.0,False
12006.0,False
12011.0,False
12140.0,False
12180.0,False
12181.0,True
12191.0,True
12195.0,False
12247.0,False
12295.0,False
12296.0,False
12297.0,False
12337.0,False
12339.0,True
12345.0,True
12372.0,True
12375.0,False
12392.0,False
12434.0,False
12449.0,True
12473.0,False
12485.0,False
12568.0,False
12601.0,True
12647.0,True
12662.0,False
12663.0,False
12688.0,False
12689.0,False
12764.0,False
12786.0,False
12847.0,False
12853.0,False
12863.0,True
12869.0,False
12916.0,False
12939.0,False
12945.0,False
12967.0,False
12970.0,True
12989.0,False
13009.0,False
13022.0,False
13046.0,False
13054.0,False
13058.0,False
13067.0,False
13096.0,True
13109.0,False
13114.0,True
13120.0,False
13205.0,False
13209.0,False
13216.0,False
13224.0,False
13233.0,True
13253.0,False
13268.0,True
13278.0,True
13310.0,False
13317.0,False
13344.0,False
13355.0,False
13403.0,False
13428.0,True
13431.0,True
13435.0,False
13442.0,True
13458.0,False
13465.0,False
13493.0,False
13521.0,False
13527.0,False
13533.0,False
13546.0,True
13562.0,False
13569.0,False
13580.0,False
13582.0,False
13628.0,False
13640.0,True
13642.0,True
13676.0,True
13698.0,False
13705.0,False
13717.0,False
13725.0,True
13726.0,True
13741.0,True
13756.0,True
13767.0,False
13796.0,False
13820.0,False
13842.0,False
13843.0,False
13848.0,False
13849.0,False
13856.0,True
13872.0,False
13937.0,False
13948.0,False
14012.0,False
14034.0,True
14064.0,False
14102.0,True
14141.0,False
14163.0,False
14167.0,True
14213.0,False
14228.0,False
14235.0,False
14268.0,False
14285.0,False
14301.0,False
14346.0,False
14376.0,True
14390.0,False
14438.0,False
14450.0,True
14469.0,False
14493.0,False
14502.0,False
14504.0,True
14528.0,True
14559.0,False
14567.0,True
14605.0,False
14608.0,False
14618.0,False
14622.0,False
14649.0,True
14675.0,False
14697.0,True
14709.0,False
14719.0,False
14724.0,False
14742.0,False
14752.0,False
14778.0,False
14794.0,False
14900.0,False
14902.0,False
14904.0,False
14932.0,False
14938.0,False
14939.0,False
14988.0,True
15030.0,False
15056.0,False
15059.0,False
15089.0,False
15121.0,False
15124.0,False
15133.0,False
15158.0,False
15181.0,False
15199.0,False
15211.0,False
15213.0,False
15248.0,False
15257.0,True
15272.0,False
15302.0,False
15318.0,False
15336.0,False
15390.0,True
15392.0,False
15401.0,False
15427.0,False
15446.0,False
15447.0,False
15470.0,False
15490.0,True
15557.0,False
15558.0,False
15619.0,False
15658.0,False
15703.0,False
15708.0,True
15715.0,False
15729.0,False
15750.0,True
15769.0,False
15882.0,True
15885.0,False
15897.0,False
15909.0,False
15911.0,True
15916.0,False
15978.0,True
15985.0,False
15990.0,False
16033.0,True
16035.0,False
16050.0,True
16074.0,False
16081.0,True
16084.0,False
16086.0,False
16131.0,True
16133.0,False
16134.0,False
16135.0,False
16155.0,False
16156.0,False
16170.0,False
16173.0,False
16207.0,False
16227.0,False
16228.0,False
16240.0,True
16242.0,False
16244.0,False
16252.0,False
16281.0,False
16283.0,False
16294.0,True
16372.0,False
16377.0,False
16430.0,False
16441.0,False
16451.0,True
16460.0,False
16478.0,True
16557.0,False
16566.0,False
16590.0,False
16600.0,False
16633.0,True
16643.0,True
16649.0,True
16653.0,False
16664.0,True
16675.0,False
16678.0,True
16682.0,False
16696.0,False
16706.0,False
16709.0,False
16745.0,False
16767.0,False
16795.0,True
16832.0,True
16847.0,False
16859.0,True
16885.0,False
16892.0,False
16901.0,False
16951.0,False
16958.0,True
16979.0,False
16999.0,False
17016.0,False
17052.0,False
17071.0,True
17078.0,False
17082.0,False
17096.0,False
17128.0,False
17156.0,False
17163.0,True
17176.0,False
17185.0,False
17233.0,False
17272.0,False
17311.0,True
17315.0,True
17325.0,True
17328.0,False
17337.0,True
17342.0,False
17383.0,False
17385.0,True
17386.0,False
17391.0,False
17406.0,True
17414.0,True
17473.0,False
17484.0,False
17494.0,False
17508.0,False
17513.0,True
17521.0,False
17524.0,False
17574.0,False
17585.0,True
17587.0,False
17592.0,True
17610.0,False
17613.0,False
17617.0,True
17636.0,True
17732.0,False
17745.0,False
17755.0,False
17771.0,False
17801.0,False
17804.0,True
17816.0,False
17864.0,True
17889.0,False
17892.0,False
17911.0,True
17928.0,False
17930.0,True
17952.0,False
17986.0,True
17994.0,False
18001.0,True
18037.0,False
18055.0,False
18166.0,False
18167.0,False
18183.0,False
18189.0,True
18239.0,False
18242.0,False
18246.0,True
18296.0,False
18338.0,False
18339.0,False
18354.0,True
18363.0,False
18374.0,True
18490.0,False
18492.0,False
18514.0,True
18521.0,True
18572.0,True
18585.0,False
18617.0,False
18638.0,False
18652.0,True
18673.0,True
18688.0,False
18737.0,False
18781.0,False
18797.0,False
18809.0,False
18859.0,True
18867.0,False
18875.0,False
18882.0,False
18900.0,False
18921.0,False
18926.0,False
18940.0,True
18961.0,False
19020.0,False
19033.0,False
19035.0,False
19054.0,True
19102.0,True
19127.0,True
19140.0,False
19166.0,True
19224.0,False
19266.0,False
19271.0,True
19298.0,True
19303.0,True
19323.0,False
19326.0,False
19329.0,True
19352.0,False
19406.0,False
19413.0,True
19417.0,True
19435.0,False
19453.0,True
19463.0,True
19473.0,False
19481.0,False
19487.0,False
19491.0,False
19503.0,False
19508.0,True
19535.0,False
19552.0,False
19580.0,True
19586.0,True
19606.0,True
19608.0,True
19616.0,False
19625.0,True
19632.0,False
19642.0,False
19646.0,True
19680.0,False
19695.0,True
19705.0,True
19714.0,True
19717.0,False
19729.0,False
19730.0,True
19751.0,True
19753.0,False
19796.0,False
19818.0,False
19829.0,False
19854.0,False
19855.0,False
19866.0,True
19876.0,True
19901.0,False
19925.0,False
19934.0,False
19959.0,False
19971.0,True
20000.0,False
20003.0,True
20019.0,False
20024.0,True
20036.0,False
20065.0,False
20067.0,False
20085.0,True
20161.0,False
20178.0,False
20197.0,False
20198.0,False
20216.0,False
20299.0,False
20305.0,True
20308.0,True
20318.0,False
20324.0,False
20332.0,False
20339.0,False
20346.0,False
20395.0,False
20437.0,False
20451.0,False
20474.0,True
20501.0,False
20506.0,False
20523.0,False
20554.0,False
20556.0,False
20572.0,False
20616.0,False
20633.0,True
20637.0,False
20639.0,False
20670.0,True
20681.0,False
20775.0,False
20794.0,False
20796.0,False
20802.0,False
20820.0,False
20858.0,True
20898.0,False
20916.0,True
20923.0,False
20927.0,False
20931.0,True
20990.0,True
20993.0,True
20996.0,False
20997.0,True
21006.0,False
21011.0,True
21017.0,True
21118.0,False
21133.0,True
21135.0,False
21145.0,False
21147.0,False
21156.0,False
21162.0,True
21172.0,False
21192.0,False
21224.0,False
21233.0,False
21245.0,False
21261.0,False
21277.0,False
21293.0,False
21303.0,False
21323.0,True
21373.0,False
21380.0,False
21395.0,False
21396.0,False
21399.0,False
21435.0,True
21447.0,False
21486.0,False
21567.0,True
21578.0,False
21585.0,False
21590.0,True
21616.0,False
21662.0,False
21668.0,True
21684.0,False
21741.0,True
21742.0,False
21750.0,False
21753.0,False
21775.0,True
21776.0,True
21790.0,False
21811.0,False
21815.0,True
21826.0,True
21835.0,True
21865.0,False
21896.0,False
21905.0,False
21938.0,True
21951.0,False
21993.0,False
22020.0,False
22028.0,False
22047.0,True
22058.0,False
22099.0,False
22110.0,True
22115.0,True
22202.0,False
22204.0,False
22210.0,False
22217.0,False
22244.0,True
22249.0,False
22292.0,False
22328.0,True
22330.0,False
22366.0,False
22369.0,True
22388.0,True
22397.0,False
22444.0,False
22446.0,False
22454.0,True
22461.0,False
22467.0,False
22484.0,False
22530.0,False
22552.0,False
22615.0,False
22630.0,False
22700.0,False
22854.0,True
22871.0,False
22897.0,False
22959.0,False
22963.0,True
22973.0,False
23021.0,False
23097.0,False
23100.0,True
23102.0,False
23154.0,False
23160.0,True
23190.0,False
23204.0,False
23231.0,False
23242.0,True
23362.0,True
23369.0,False
23384.0,False
23391.0,False
23404.0,False
23420.0,False
23443.0,False
23484.0,True
23506.0,False
23533.0,False
23558.0,False
23575.0,False
23604.0,False
23612.0,True
23616.0,False
23623.0,False
23696.0,True
23711.0,True
23739.0,False
23761.0,False
23789.0,False
23792.0,False
23794.0,False
23812.0,True
23813.0,False
23829.0,False
23835.0,False
23848.0,False
23849.0,False
23885.0,False
23905.0,False
23906.0,False
23949.0,False
24048.0,False
24066.0,False
24080.0,False
24111.0,False
24124.0,False
24132.0,False
24147.0,False
24188.0,False
24211.0,False
24331.0,False
24343.0,False
24352.0,True
24366.0,True
24369.0,False
24376.0,False
24382.0,False
24469.0,False
24470.0,False
24482.0,True
24483.0,True
24489.0,False
24500.0,True
24502.0,False
24516.0,False
24536.0,False
24566.0,True
24570.0,False
24577.0,False
24637.0,False
24668.0,False
24721.0,False
24794.0,False
24799.0,False
24821.0,True
24857.0,False
24864.0,True
24867.0,False
24877.0,False
24886.0,False
24910.0,True
24932.0,False
24991.0,False
25077.0,False
25087.0,False
25103.0,False
25156.0,False
25168.0,False
25226.0,False
25232.0,True
25257.0,False
25263.0,True
25269.0,False
25278.0,False
25289.0,False
25352.0,False
25372.0,False
25387.0,False
25390.0,True
25441.0,True
25456.0,False
25500.0,False
25512.0,True
25514.0,False
25525.0,False
25535.0,True
25563.0,True
25578.0,False
25611.0,False
25623.0,True
25634.0,True
25639.0,True
25648.0,False
25661.0,False
25668.0,False
25698.0,False
25724.0,False
25769.0,True
25778.0,False
25810.0,True
25822.0,False
25842.0,False
25852.0,False
25862.0,False
25883.0,False
25946.0,False
25985.0,False
26082.0,False
26104.0,False
26112.0,False
26129.0,True
26131.0,False
26143.0,False
26170.0,False
26231.0,True
26246.0,False
26252.0,False
26262.0,False
26299.0,False
26313.0,False
26352.0,False
26395.0,False
26399.0,True
26400.0,False
26405.0,False
26435.0,True
26441.0,False
26443.0,False
26458.0,True
26476.0,True
26496.0,True
26506.0,False
26517.0,False
26523.0,False
26549.0,False
26551.0,True
26568.0,False
26579.0,False
26591.0,False
26627.0,False
26639.0,False
26655.0,False
26664.0,True
26717.0,False
26735.0,False
26737.0,False
26778.0,False
26820.0,True
26865.0,False
26878.0,True
26881.0,False
26907.0,False
26936.0,True
26943.0,False
26945.0,False
26949.0,True
26964.0,False
26985.0,False
26995.0,False
26999.0,True
27005.0,False
27016.0,True
27056.0,False
27063.0,True
27074.0,False
27085.0,True
27104.0,False
27130.0,True
27134.0,True
27143.0,False
27162.0,False
27180.0,False
27196.0,True
27226.0,False
27230.0,False
27242.0,True
27254.0,True
27285.0,False
27325.0,False
27344.0,True
27357.0,False
27359.0,True
27378.0,False
27384.0,True
27447.0,False
27456.0,True
27482.0,False
27484.0,True
27494.0,True
27506.0,True
27513.0,True
27576.0,False
27590.0,False
27592.0,False
27607.0,False
27652.0,False
27660.0,False
27676.0,True
27692.0,False
27697.0,True
27706.0,True
27728.0,True
27736.0,False
27742.0,False
27781.0,False
27788.0,True
27795.0,False
27826.0,False
27828.0,False
27844.0,False
27857.0,False
27859.0,False
27872.0,False
27879.0,False
27887.0,False
27888.0,False
27931.0,False
27963.0,True
28031.0,False
28047.0,False
28064.0,True
28066.0,True
28078.0,True
28187.0,True
28196.0,False
28204.0,True
28211.0,False
28263.0,True
28268.0,False
28299.0,True
28354.0,False
28409.0,False
28437.0,True
28440.0,False
28461.0,False
28466.0,False
28495.0,True
28502.0,False
28624.0,False
28636.0,True
28651.0,True
28665.0,False
28680.0,False
28690.0,False
28692.0,False
28705.0,False
28712.0,True
28735.0,False
28747.0,False
28751.0,False
28769.0,False
28811.0,False
28861.0,False
28870.0,True
28894.0,False
28996.0,False
29002.0,False
29014.0,False
29075.0,False
29084.0,True
29089.0,False
29119.0,False
29170.0,False
29213.0,True
29264.0,False
29271.0,False
29272.0,False
29284.0,False
29288.0,False
29294.0,False
29299.0,True
29301.0,True
29317.0,True
29347.0,False
29369.0,False
29399.0,True
29417.0,False
29421.0,False
29442.0,False
29453.0,False
29457.0,True
29473.0,True
29479.0,False
29517.0,True
29523.0,False
29533.0,True
29535.0,False
29586.0,True
29611.0,False
29616.0,True
29625.0,False
29636.0,True
29667.0,False
29678.0,False
29692.0,False
29701.0,False
29729.0,False
29733.0,False
29818.0,False
29851.0,False
29939.0,False
29940.0,True
29949.0,False
30000.0,False
30014.0,False
30045.0,False
30047.0,False
30050.0,True
30061.0,False
30062.0,False
30108.0,True
30145.0,False
30157.0,False
30195.0,False
30223.0,True
30331.0,True
30348.0,False
30390.0,True
30392.0,False
30418.0,False
30419.0,False
30426.0,False
30430.0,False
30431.0,True
30440.0,True
30493.0,True
30509.0,False
30564.0,False
30565.0,False
30590.0,False
30651.0,False
30711.0,False
30752.0,False
30760.0,False
30772.0,True
30833.0,False
30892.0,False
30894.0,False
30898.0,False
30911.0,False
30916.0,False
30920.0,True
30928.0,True
30941.0,False
31083.0,False
31127.0,False
31140.0,False
31149.0,False
31239.0,False
31246.0,False
31274.0,False
31296.0,False
31297.0,True
31326.0,False
31342.0,False
31379.0,False
31406.0,False
31427.0,False
31468.0,False
31471.0,True
31490.0,True
31510.0,False
31562.0,False
31569.0,False
31570.0,True
31584.0,True
31612.0,True
31669.0,False
31681.0,False
31688.0,False
31698.0,False
31707.0,True
31745.0,False
31759.0,False
31796.0,False
31852.0,False
31868.0,True
31874.0,False
31878.0,False
31882.0,False
31957.0,False
31973.0,False
31975.0,False
32002.0,True
32004.0,False
32033.0,False
32047.0,True
32178.0,False
32195.0,False
32216.0,False
32218.0,False
32247.0,True
32297.0,False
32303.0,True
32343.0,False
32379.0,False
32397.0,False
32402.0,False
32427.0,False
32460.0,False
32491.0,False
32497.0,False
32502.0,True
32534.0,True
32539.0,True
32545.0,False
32551.0,True
32562.0,False
32581.0,False
32582.0,False
32617.0,False
32658.0,False
32691.0,False
32702.0,False
32709.0,False
32710.0,False
32733.0,False
32739.0,False
32753.0,False
32767.0,False
32768.0,False
32819.0,False
32851.0,False
32897.0,False
32912.0,True
32921.0,False
32957.0,True
32980.0,False
33016.0,True
33023.0,False
33084.0,False
33103.0,False
33114.0,False
33128.0,False
33169.0,False
33178.0,True
33179.0,False
33200.0,False
33217.0,True
33243.0,False
33264.0,False
33294.0,True
33342.0,False
33353.0,False
33413.0,False
33417.0,False
33420.0,False
33466.0,False
33488.0,True
33491.0,False
33543.0,False
33571.0,False
33658.0,False
33672.0,False
33682.0,False
33703.0,True
33706.0,True
33710.0,False
33715.0,True
33754.0,True
33767.0,False
33806.0,False
33833.0,False
33844.0,True
33890.0,True
33904.0,False
34043.0,True
34079.0,False
34092.0,True
34116.0,True
34122.0,True
34130.0,False
34139.0,True
34182.0,True
34194.0,False
34228.0,True
34235.0,False
34242.0,False
34268.0,True
34271.0,False
34332.0,False
34337.0,True
34397.0,False
34414.0,False
34431.0,True
34432.0,False
34452.0,True
34460.0,False
34463.0,False
34489.0,False
34490.0,False
34504.0,False
34508.0,True
34518.0,True
34532.0,False
34539.0,False
34552.0,False
34556.0,True
34568.0,True
34570.0,True
34585.0,False
34595.0,False
34601.0,False
34603.0,True
34617.0,False
34651.0,True
34657.0,False
34740.0,False
34776.0,True
34793.0,False
34799.0,False
34820.0,True
34821.0,False
34838.0,False
34847.0,False
34868.0,False
34891.0,False
34920.0,True
34955.0,True
34957.0,False
34967.0,False
34968.0,False
34970.0,True
34999.0,True
35004.0,False
35006.0,False
35049.0,False
35083.0,True
35107.0,False
35141.0,False
35165.0,False
35194.0,False
35217.0,False
35235.0,False
35264.0,False
35286.0,True
35294.0,False
35299.0,False
35312.0,False
35321.0,False
35345.0,True
35383.0,False
35387.0,False
35459.0,True
35484.0,False
35497.0,False
35499.0,False
35523.0,False
35547.0,True
35556.0,False
35598.0,False
35612.0,False
35633.0,False
35671.0,True
35722.0,False
35736.0,False
35751.0,False
35766.0,True
35772.0,False
35782.0,True
35814.0,False
35855.0,False
35862.0,False
35879.0,True
35889.0,True
35920.0,True
35938.0,False
35952.0,False
35954.0,False
35976.0,False
35978.0,True
35995.0,False
36037.0,True
36119.0,True
36136.0,False
36138.0,True
36170.0,True
36180.0,False
36204.0,True
36205.0,False
36206.0,False
36210.0,True
36227.0,False
36228.0,True
36245.0,False
36257.0,False
36261.0,False
36297.0,False
36304.0,False
36338.0,False
36339.0,False
36358.0,False
36364.0,False
36391.0,False
36396.0,False
36415.0,False
36426.0,False
36427.0,False
36492.0,True
36510.0,True
36569.0,False
36592.0,False
36722.0,True
36726.0,False
36768.0,True
36775.0,False
36782.0,False
36788.0,True
36800.0,True
36832.0,False
36864.0,False
36873.0,False
36881.0,False
36893.0,False
36901.0,False
36914.0,True
36956.0,False
36964.0,True
36970.0,False
36998.0,False
37001.0,False
37021.0,False
37030.0,True
37040.0,True
37053.0,False
37077.0,False
37092.0,False
37118.0,False
37149.0,False
37159.0,False
37179.0,False
37197.0,False
37215.0,False
37224.0,False
37234.0,False
37245.0,True
37252.0,True
37288.0,True
37292.0,True
37296.0,False
37319.0,False
37375.0,False
37377.0,True
37386.0,True
37393.0,False
37412.0,True
37413.0,True
37459.0,True
37484.0,False
37522.0,False
37538.0,False
37569.0,True
37575.0,False
37577.0,False
37583.0,False
37622.0,False
37663.0,False
37676.0,False
37680.0,False
37697.0,False
37700.0,False
37716.0,False
37772.0,False
37826.0,False
37828.0,True
37852.0,False
37867.0,False
37882.0,True
37887.0,True
37936.0,False
37937.0,True
37965.0,False
37975.0,False
38018.0,False
38066.0,False
38094.0,False
38095.0,False
38106.0,False
38127.0,True
38191.0,False
38206.0,True
38227.0,False
38245.0,False
38249.0,False
38284.0,False
38289.0,True
38295.0,True
38296.0,True
38305.0,True
38306.0,False
38320.0,True
38322.0,True
38369.0,False
38382.0,False
38386.0,True
38398.0,False
38403.0,False
38415.0,False
38421.0,True
38441.0,False
38452.0,False
38460.0,True
38470.0,True
38481.0,False
38490.0,True
38491.0,False
38517.0,False
38539.0,True
38554.0,False
38555.0,False
38560.0,False
38563.0,False
38564.0,True
38603.0,False
38610.0,False
38619.0,True
38658.0,False
38688.0,False
38709.0,True
38711.0,False
38715.0,False
38721.0,False
38722.0,True
38752.0,False
38756.0,True
38807.0,False
38859.0,False
38881.0,True
38894.0,False
38938.0,False
38950.0,False
38969.0,False
38973.0,False
38998.0,True
38999.0,False
39026.0,True
39047.0,True
39061.0,True
39089.0,False
39092.0,False
39142.0,False
39148.0,True
39152.0,False
39164.0,False
39209.0,False
39240.0,False
39255.0,False
39301.0,False
39302.0,False
39309.0,False
39326.0,True
39351.0,False
39356.0,True
39375.0,True
39381.0,True
39384.0,False
39389.0,False
39413.0,True
39421.0,True
39425.0,True
39485.0,False
39503.0,False
39505.0,False
39630.0,True
39652.0,True
39656.0,True
39662.0,True
39666.0,False
39698.0,False
39717.0,True
39729.0,False
39732.0,False
39763.0,False
39768.0,False
39791.0,True
39835.0,False
39843.0,False
39860.0,False
39868.0,False
39880.0,False
39925.0,False
39977.0,False
39988.0,False
40005.0,False
40010.0,False
40031.0,False
40038.0,True
40055.0,True
40078.0,True
40115.0,True
40122.0,False
40129.0,False
40141.0,False
40164.0,False
40176.0,False
40177.0,False
40183.0,False
40199.0,False
40241.0,False
40267.0,True
40342.0,False
40353.0,True
40362.0,False
40365.0,False
40383.0,False
40389.0,True
40399.0,False
40524.0,False
40557.0,False
40670.0,False
40715.0,False
40736.0,True
40746.0,False
40776.0,False
40827.0,True
40839.0,False
40842.0,False
40865.0,False
40883.0,True
40897.0,False
40899.0,False
40934.0,True
40941.0,False
40955.0,False
41017.0,False
41025.0,True
41043.0,False
41064.0,False
41069.0,True
41077.0,False
41095.0,True
41119.0,False
41138.0,False
41139.0,False
41171.0,True
41179.0,False
41200.0,False
41223.0,False
41255.0,False
41256.0,True
41259.0,True
41266.0,False
41309.0,False
41318.0,False
41321.0,False
41341.0,True
41342.0,False
41344.0,False
41396.0,False
41410.0,True
41427.0,False
41470.0,False
41498.0,False
41504.0,False
41524.0,False
41526.0,True
41551.0,False
41569.0,True
41586.0,False
41610.0,True
